record_index,phase,phase_update,loss,reward,final_correctness,kl,keep_rate,mean_completion_length
947,phase_ii_resumed_500_1000,448,5.657e-05,0.04952,0.05,0.001414,0.5,369.1
948,phase_ii_resumed_500_1000,449,8.518e-05,0.0285,0.04167,0.00213,0.25,403.7
949,phase_ii_resumed_500_1000,450,7.971e-05,0.0461,0.05,0.001992,0.5,341.5
950,phase_ii_resumed_500_1000,451,0.0001185,0.06308,0.05,0.002962,0.5,194.7
951,phase_ii_resumed_500_1000,452,9.19e-05,0.0,0.0,0.002297,0.0,428.9
952,phase_ii_resumed_500_1000,453,0.000114,0.1002,0.125,0.002848,0.5,308.9
953,phase_ii_resumed_500_1000,454,0.0002594,0.6153,0.5,0.006483,1.0,215.4
954,phase_ii_resumed_500_1000,455,0.0001176,0.5181,0.5,0.002943,1.0,314.2
955,phase_ii_resumed_500_1000,456,0.0001101,0.06084,0.05,0.002751,0.5,274.1
956,phase_ii_resumed_500_1000,457,7.911e-05,1.213,1.0,0.001983,0.0,178.9
957,phase_ii_resumed_500_1000,458,0.0002566,0.5397,0.4688,0.006415,0.125,217.1
958,phase_ii_resumed_500_1000,459,0.0001896,0.61,0.5,0.004739,0.0,164.1
959,phase_ii_resumed_500_1000,460,0.0001022,1.115,0.9167,0.002555,0.375,203.2
960,phase_ii_resumed_500_1000,461,8.188e-05,0.0,0.0,0.002047,0.0,468.9
961,phase_ii_resumed_500_1000,462,0.0001087,0.0,0.0,0.002719,0.0,253.1
962,phase_ii_resumed_500_1000,463,0.0001475,0.0,0.0,0.003689,0.0,274.7
963,phase_ii_resumed_500_1000,464,8.53e-05,0.4106,0.375,0.002132,1.0,401.2
964,phase_ii_resumed_500_1000,465,0.0001457,0.5496,0.5,0.003642,0.5,234.9
965,phase_ii_resumed_500_1000,466,9.233e-05,0.5805,0.5,0.002312,0.0,262.6
966,phase_ii_resumed_500_1000,467,0.0001151,0.3526,0.3333,0.00288,0.75,352.7
967,phase_ii_resumed_500_1000,468,0.0001963,0.346,0.2917,0.004907,0.25,317.9
968,phase_ii_resumed_500_1000,469,0.0001437,0.0,0.0,0.003592,0.0,299.6
969,phase_ii_resumed_500_1000,470,9.988e-05,0.0,0.0,0.002497,0.0,398.6
970,phase_ii_resumed_500_1000,471,9.267e-05,0.0,0.0,0.002317,0.0,372.8
971,phase_ii_resumed_500_1000,472,0.0001106,0.5499,0.5,0.002765,0.0,261.5
972,phase_ii_resumed_500_1000,473,8.794e-05,0.04195,0.05,0.002198,0.5,303.8
973,phase_ii_resumed_500_1000,474,0.0001436,0.3883,0.2917,0.003591,0.25,208.1
974,phase_ii_resumed_500_1000,475,0.0001614,0.0,0.0,0.004036,0.0,287.8
975,phase_ii_resumed_500_1000,476,0.0001691,0.1738,0.15,0.004226,0.5,261.8
976,phase_ii_resumed_500_1000,477,0.0001443,0.0368,0.04167,0.003606,0.25,265.2
977,phase_ii_resumed_500_1000,478,6.707e-05,0.03487,0.05,0.001676,0.5,275.2
978,phase_ii_resumed_500_1000,479,0.0001485,0.0,0.0,0.003712,0.0,391.7
979,phase_ii_resumed_500_1000,480,6.235e-05,0.7192,0.625,0.001559,0.5,295.1
980,phase_ii_resumed_500_1000,481,5.417e-05,0.1807,0.1875,0.001354,0.6667,339.4
981,phase_ii_resumed_500_1000,482,0.0001347,0.4721,0.4167,0.003366,0.75,407.2
982,phase_ii_resumed_500_1000,483,0.0001248,0.3916,0.3333,0.003121,0.75,346.5
983,phase_ii_resumed_500_1000,484,9.799e-05,0.05643,0.05,0.002449,0.5,454.4
984,phase_ii_resumed_500_1000,485,0.000139,0.0,0.0,0.003476,0.0,286.4
985,phase_ii_resumed_500_1000,486,6.442e-05,0.5458,0.4375,0.001611,0.125,278.5
986,phase_ii_resumed_500_1000,487,0.0001087,0.0367,0.03571,0.002717,0.1667,326.9
987,phase_ii_resumed_500_1000,488,4.328e-05,0.0,0.0,0.001082,0.0,499.2
988,phase_ii_resumed_500_1000,489,8.013e-05,0.05828,0.05,0.002003,0.5,571.8
989,phase_ii_resumed_500_1000,490,8.867e-05,0.0,0.0,0.002217,0.0,227.0
990,phase_ii_resumed_500_1000,491,0.0001621,0.1269,0.1,0.004053,0.5,311.4
991,phase_ii_resumed_500_1000,492,0.0001128,0.04022,0.04167,0.002821,0.25,392.8
992,phase_ii_resumed_500_1000,493,6.612e-05,0.0,0.0,0.001653,0.0,206.7
993,phase_ii_resumed_500_1000,494,0.0002119,0.0,0.0,0.005298,0.0,264.4
994,phase_ii_resumed_500_1000,495,6.191e-05,0.1164,0.1,0.001548,0.5,482.9
995,phase_ii_resumed_500_1000,496,0.0001474,0.1115,0.1,0.003685,0.5,305.9
996,phase_ii_resumed_500_1000,497,0.0001096,0.1962,0.15,0.002738,0.5,217.3
997,phase_ii_resumed_500_1000,498,9.339e-05,0.0,0.0,0.002335,0.0,352.8
998,phase_ii_resumed_500_1000,499,6.755e-05,0.2106,0.15,0.001689,0.5,143.2
